name;kurzname;blz;bic;plz;ort
Volksbank Raiffeisenbank AmmerGäu;VR Bank AmmerGäu;64161397;GENODES1AMM;72108;Rottenburg am Neckar
Volksbank Raiffeisenbank Bayern Mitte;VR Bank Bayern Mitte;72160818;GENODEF1INP;85023;Ingolstadt
Volksbank Raiffeisenbank Dachau;VB Raiffbk Dachau;70091500;GENODEF1DCA;85209;Dachau
Volksbank Raiffeisenbank Fürstenfeldbruck;VR-Bank Fürstenfeldbruck;70163370;GENODEF1FFB;82256;Fürstenfeldbruck
Volksbank Raiffeisenbank Hanau Ndl d Frankf VB;Frankfurter Volksbank;50690000;GENODEF1HUV;63412;Hanau
Volksbank Raiffeisenbank Meißen Großenhain;VB Raiffbk Meißen Großenh;85095004;GENODEF1MEI;01652;Meißen
Volksbank Raiffeisenbank Niederschlesien;VB Raiffbk Niederschlesien;85591000;GENODEF1GR1;02810;Görlitz
Volksbank Raiffeisenbank Nordoberpfalz;VR Nordoberpfalz;75390000;GENODEF1WEV;92637;Weiden i.d.OPf.
Volksbank Raiffeisenbank Oberbayern Südost;VB RB Oberbayern Südost;71090000;GENODEF1BGL;83435;Bad Reichenhall
Volksbank Raiffeisenbank Obermain;VR Obermain;77062139;GENODEF1SFF;96226;Bad Staffelstein
Volksbank Raiffeisenbank Regensburg-Schwandorf;VB RB Regensburg-Schwandorf;75090000;GENODEF1R01;93047;Regensburg
Volksbank Raiffeisenbank Würzburg;VR-Bank Würzburg;79090000;GENODEF1WU1;97070;Würzburg
Volksbank Rathenow;Volksbank Rathenow;16091994;GENODEF1RN1;14712;Rathenow
Volksbank Remseck;Volksbank Remseck;60069905;GENODES1REM;71680;Remseck am Neckar
Volksbank Rhede;Volksbank Rhede;42861814;GENODEM1RHD;46407;Rhede
Volksbank Rhein-Erft-Köln;VB Rhein-Erft-Köln;37062365;GENODED1FHH;50354;Hürth
Volksbank Rhein-Lahn-Limburg;VB Rhein-Lahn-Limburg;57092800;GENODE51DIE;65582;Diez
Volksbank Rhein-Lippe;Volksbank Rhein-Lippe;35660599;GENODED1RLW;46465;Wesel
Volksbank Rhein-Nahe-Hunsrück;VB Rhein-Nahe-Hunsrück;56090000;GENODE51KRE;55543;Bad Kreuznach
Volksbank Rhein-Ruhr;VB Rhein-Ruhr Duisburg;35060386;GENODED1VRR;47013;Duisburg
Volksbank Rheinböllen;Volksbank Rheinböllen;56062227;GENODED1RBO;55492;Rheinböllen
Volksbank Riesa;Volksbank Riesa;85094984;GENODEF1RIE;01587;Riesa
Volksbank Rot;Volksbank Rot St Leon-Rot;67262550;GENODE61LRO;68789;St. Leon-Rot
Volksbank Rottweil;Volksbank Rottweil;64290120;GENODES1VRW;78618;Rottweil
Volksbank Ruhr Mitte;VB Ruhr Mitte Gelsenkirchen;42260001;GENODEM1GBU;45877;Gelsenkirchen
Volksbank Sandhofen;Volksbank Ma-Sandhofen;67060031;GENODE61MA3;68273;Mannheim
Volksbank Sauerland;Volksbank Sauerland;46062817;GENODEM1SMA;57392;Schmallenberg
Volksbank Schermbeck;Volksbank Schermbeck;40069363;GENODEM1SMB;46510;Schermbeck
Volksbank Schlangen;Volksbank Schlangen;40069283;GENODEM1SLN;33185;Schlangen
Volksbank Schwalmtal;Volksbank Schwalmtal;31062553;GENODED1NKR;41372;Niederkrüchten
Volksbank Schwanewede;Volksbank Schwanewede;29162453;GENODEF1SWW;28784;Schwanewede
Volksbank Schwarzwald-Donau-Neckar;VB Schwarzwald-Donau-Neckar;64390130;GENODES1TUT;78513;Tuttlingen
Volksbank Seligenstadt;Volksbank Seligenstadt;50692100;GENODE51SEL;63490;Seligenstadt
Volksbank Selm-Bork;Volksbank Selm-Bork;40165366;GENODEM1SEM;59379;Selm
Volksbank Senden;Volksbank Senden;40069546;GENODEM1SDN;48308;Senden
Volksbank Solling;Volksbank Solling Hardegsen;26261693;GENODEF1HDG;37177;Hardegsen
Volksbank Spree-Neiße;Volksbank Spree-Neiße;18092744;GENODEF1SPM;03130;Spremberg
Volksbank Sprockhövel;Volksbank Sprockhövel;45261547;GENODEM1SPO;45538;Sprockhövel
Volksbank Stade-Cuxhaven;Volksbank Stade-Cuxhaven;24191015;GENODEF1SDE;21661;Stade
Volksbank Staufen;Volksbank Staufen;68092300;GENODE61STF;79216;Staufen im Breisgau
Volksbank Stendal;Volksbank Stendal;81093054;GENODEF1SDL;39576;Stendal
Volksbank Stuttgart;Volksbank Stuttgart;60090100;VOBADESSXXX;70039;Stuttgart
Volksbank Störmede-Westenholz-Hörste;VB Störmede-Westenholz-Hör.;41662465;GENODEM1SGE;33129;Delbrück
Volksbank Sulmtal;Volksbank Sulmtal;62061991;GENODES1VOS;74182;Obersulm
Volksbank Süd-Emsland;Volksbank Süd-Emsland;28069994;GENODEF1SPL;48480;Spelle
Volksbank Südheide - Isenhagener Land - Altmark;VB Südh.-Isenh.L.-Altm;25791635;GENODEF1HMN;29221;Celle
Volksbank Südkirchen-Capelle-Nordkirchen;Volksbank Nordkirchen;40069716;GENODEM1SCN;59394;Nordkirchen
Volksbank Thüringen Mitte;VB Thür. Mitte Erfurt;84094814;GENODEF1SHL;99084;Erfurt
Volksbank Trier Eifel;Volksbank Trier Eifel;58660101;GENODED1BIT;54292;Trier
Volksbank Trossingen;Volksbank Trossingen;64292310;GENODES1TRO;78647;Trossingen
Volksbank Uelzen-Salzwedel;Volksbank Uelzen-Salzwedel;25862292;GENODEF1EUB;29525;Uelzen
Volksbank Ulm-Biberach;Volksbank Ulm-Biberach;63090100;ULMVDE66XXX;89073;Ulm
Volksbank Ulrichstein;Volksbank Ulrichstein;51961023;GENODE51ULR;35327;Ulrichstein
Volksbank Usinger Land Ndl d Frankfurter VB;Volksbank Usinger Land;50092900;GENODE51USI;61250;Usingen
Volksbank Vechta;Volksbank Vechta;28064179;GENODEF1VEC;49364;Vechta
Volksbank Versmold;Volksbank Versmold;47863373;GENODEM1VMD;33762;Versmold
Volksbank Viersen;Volksbank Viersen;31460290;GENODED1VSN;41730;Viersen
Volksbank Visbek;Volksbank Visbek;28066103;GENODEF1VIS;49425;Visbek
Volksbank Vogtland-Saale-Orla;VB Vogtland-Saale-Orla;87095824;GENODEF1PL1;08525;Plauen
Volksbank Vorpommern;Volksbank Vorpommern;13091054;GENODEF1HST;18439;Stralsund
Volksbank Weschnitztal;Volksbank Weschnitztal;50961592;GENODE51FHO;64668;Rimbach
Volksbank Westerstede;Volksbank Westerstede;28063253;GENODEF1WRE;26655;Westerstede
Volksbank Westmünsterland;Volksbank Westmünsterland;42861387;GENODEM1BOB;48653;Coesfeld
Volksbank Westrhauderfehn;Volksbank Westrhauderfehn;28591654;GENODEF1WRH;26817;Rhauderfehn
Volksbank Wilhelmshaven;Volksbank Wilhelmshaven;28290063;GENODEF1WHV;26382;Wilhelmshaven
Volksbank Winsener Marsch;VB Winsener Marsch;20069965;GENODEF1WIM;21436;Marschacht
Volksbank Wipperfürth-Lindlar;VB Wipperfürth-Lindlar;37069840;GENODED1WPF;51688;Wipperfürth
Volksbank Wittenberg;Volksbank Wittenberg;80063598;GENODEF1WB1;06886;Lutherstadt Wittenberg
Volksbank Wittgenstein;Volksbank Wittgenstein;46063405;GENODEM1BB1;57306;Bad Berleburg
Volksbank Wißmar;Volksbank Wißmar;50069976;GENODE51WWI;35435;Wettenberg
Volksbank Zollernalb;Volksbank Zollernalb;65390120;GENODES1EBI;72336;Balingen
Volksbank Zuffenhausen m Zndl Stammheimer VB;VB Zuffenhausen;60090300;GENODES1ZUF;70432;Stuttgart
Volksbank Zwickau;Volksbank Zwickau;87095934;GENODEF1Z01;08056;Zwickau
Volksbank am Württemberg;Volksbank am Württemberg;60060396;GENODES1UTV;70703;Fellbach
Volksbank an der Niers;Volksbank an der Niers;32061384;GENODED1GDL;47623;Kevelaer
Volksbank im Bergischen Land;Volksbank i.Bergischen Land;34060094;VBRSDE33XXX;42897;Remscheid
Volksbank im Elbe-Weser-Dreieck;VB im Elbe-Weser-Dreieck;29265747;GENODEF1BEV;27613;Beverstedt
Volksbank im Harz;Volksbank im Harz;26891484;GENODEF1OHA;37504;Osterode am Harz
Volksbank im Hochsauerland;VB im Hochsauerland;40069266;GENODEM1MAS;59889;Eslohe (Sauerland)
Volksbank im Münsterland;Volksbank im Münsterland;40361906;GENODEM1IBB;48143;Münster
Volksbank im Wesertal;VB im Wesertal Coppenbrügge;25462680;GENODEF1COP;31863;Coppenbrügge
Volksbank in Ostwestfalen, Gütersloh;Volksbank in Ostwestfalen;47860125;GENODEM1GTL;33602;Bielefeld
Volksbank in Schaumburg und Nienburg;VB in Schaumburg & Nienburg;25591413;GENODEF1BCK;31737;Rinteln
Volksbank in Südwestfalen;VB in Südwestfalen;44761534;GENODEM1NRD;57072;Siegen
Volksbank in der Hohen Mark;Volksbank Hohen Mark, Reken;40069709;GENODEM1DLR;48734;Reken
Volksbank in der Region;Volksbank in der Region;60391310;GENODES1VBH;72070;Tübingen
Volksbank pur;Volksbank pur;66190000;GENODE61KA1;76045;Karlsruhe
Volksbank Überherrn;Volksbank Überherrn;59391200;GENODE51UBH;66802;Überherrn
Volksbank Überlingen;Volksbank Überlingen;69061800;GENODE61UBE;88662;Überlingen
Volksbank-Raiffeisenbank Glauchau;VB-RB Glauchau;87095974;GENODEF1GC1;08371;Glauchau
Wiesbadener Volksbank;Wiesbadener Volksbank;51090000;WIBADE5WXXX;65050;Wiesbaden
meine Volksbank Raiffeisenbank;meine Volksbank Raiffbk;71160000;GENODEF1VRR;83022;Rosenheim
